question_id,test_id,certification,exam_version,objectives_version,question_version,batch_id,domain_id,domain_name,objective_id,objective_text,topic,concept_key,difficulty,question_type,question_style,question_instruction,question_text,answer_a,answer_b,answer_c,answer_d,correct_answers,correct_explanation,answer_a_explanation,answer_b_explanation,answer_c_explanation,answer_d_explanation,study_topics,source_ids,reference_notes,date_added,date_modified,date_reviewed,review_status,reviewer,quality_flags,author_notes
NET009-0000036,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,3.0,Network Operations,3.5,Compare and contrast network access and management methods.,Management access,out-of-band-vs-in-band-management,medium,single_choice,comparison,Select the best answer.,Which statement correctly distinguishes out-of-band management from in-band management?,Out-of-band management uses a separate management path that may remain reachable when the production data network is impaired.,Out-of-band management sends management traffic through the same production interfaces and routes as user traffic.,In-band management requires a physical console cable for every session.,In-band management can be used only when the managed device has no IP address.,A,"Out-of-band management uses a separate console, management network, or other independent path. In-band management reaches the device through the production network and therefore depends on that network being available.",Correct. The independent path is the central resilience benefit of out-of-band management.,"This describes in-band management, where management traffic shares the production network.","In-band methods include IP-based tools such as SSH, HTTPS, and APIs and do not require a console cable.",In-band management normally depends on production IP connectivity to the managed device.,Out-of-band management|In-band management|Console access|Management networks,SRC-COMPTIA-N10009-V6,CompTIA objective 3.5 explicitly compares in-band and out-of-band network management methods.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000037,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,3.0,Network Operations,3.5,Compare and contrast network access and management methods.,Remote-access VPN,split-vs-full-tunnel-routing,medium,multi_select,scenario,Select TWO answers.,A company is comparing split-tunnel and full-tunnel remote-access VPN configurations. Which TWO statements are correct?,A split tunnel sends all Internet and corporate traffic through the organization before any destination is reached.,A split tunnel sends traffic for specified corporate networks through the VPN while other traffic can use the client's local connection.,A full tunnel prevents the organization from applying security controls to the client's Internet-bound traffic.,"A full tunnel sends the client's corporate and Internet-bound traffic through the VPN gateway, subject to the configured routing policy.",B|D,Split tunneling routes selected organizational destinations through the VPN and allows other traffic to use the local connection. Full tunneling sends broader client traffic through the VPN gateway so organizational routing and security controls can process it.,This describes full-tunnel behavior rather than split tunneling.,Correct. Split tunneling limits VPN routing to designated destinations or traffic.,A full tunnel can increase the organization's ability to inspect and control Internet-bound traffic because that traffic traverses the VPN gateway.,Correct. Full tunneling routes both corporate and Internet-bound client traffic through the VPN according to policy.,Remote-access VPN|Split tunnel|Full tunnel|Client-to-site VPN,SRC-COMPTIA-N10009-V6|SRC-RFC4301,CompTIA objective 3.5 includes client-to-site VPNs and split versus full tunneling. RFC 4301 provides the IPsec security architecture used by many VPN implementations.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000038,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,3.0,Network Operations,3.2,"Given a scenario, use network monitoring technologies.",SNMP monitoring,snmp-unsolicited-trap-notification,easy,single_choice,direct,Select the best answer.,Which SNMP mechanism allows an agent to send an event notification to a manager without waiting for the next polling interval?,Walk,Get,Trap,Set,C,An SNMP trap is an unsolicited notification from an agent to a management system. It can report a significant event without requiring the manager to discover it through periodic polling.,A walk retrieves a sequence of managed objects and is initiated by the manager.,A get request is initiated by the manager to read a managed object.,Correct. A trap is sent by the agent to report an event asynchronously.,A set operation changes a writable managed object and is initiated by the manager.,SNMP|Traps|Polling|Network monitoring,SRC-COMPTIA-N10009-V6|SRC-RFC3411,CompTIA objective 3.2 includes SNMP traps. RFC 3411 defines the SNMP management framework and notification architecture.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000039,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,3.0,Network Operations,3.4,"Given a scenario, implement IPv4 and IPv6 network services.",DHCP relay,dhcp-relay-cross-subnet-broadcast,hard,single_choice,scenario,Select the best answer.,"Clients in VLAN 20 do not receive IPv4 leases from a centralized DHCP server on another subnet. Clients on the server's local subnet receive leases normally, and routing between the subnets works after clients are given static addresses. Which change should the administrator make on the Layer 3 interface for VLAN 20?",Configure the interface as a DNS secondary zone.,Configure a DHCP relay address that forwards client requests to the centralized DHCP server.,Disable broadcast traffic on the VLAN and remove its default gateway.,Configure a static ARP entry for every prospective client.,B,Initial DHCP client messages are broadcasts that do not cross a router by themselves. A DHCP relay on the client subnet receives the broadcast and forwards the request to the remote DHCP server.,DNS zone configuration does not forward DHCP lease requests.,"Correct. A DHCP relay, often configured as a helper address, enables service across routed subnet boundaries.",Removing the gateway would prevent routed connectivity and would not deliver the DHCP request to the remote server.,Static ARP entries do not relay DHCP messages and would be impractical for dynamically addressed clients.,DHCP|DHCP relay|Broadcast domains|Centralized network services,SRC-COMPTIA-N10009-V6|SRC-RFC2131|SRC-RFC1542,RFC 2131 describes DHCP operation and references relay-agent behavior. RFC 1542 defines BOOTP relay behavior used to forward DHCP messages across routed boundaries.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000040,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,4.0,Network Security,4.1,Explain the importance of basic network security concepts.,Authorization,least-privilege-helpdesk-role,easy,single_choice,scenario,Select the best answer.,"Help-desk technicians need to reset user passwords and view account status, but they should not create administrators or change firewall policies. Which access-control approach best meets the requirement?",Assign a role containing only the password-reset and account-view permissions.,Give every technician the same unrestricted administrator account.,Share the security administrator's credentials among the help-desk team.,Disable authorization checks after each technician completes MFA.,A,A narrowly scoped role applies least privilege by granting the permissions required for assigned duties while withholding unrelated administrative capabilities.,Correct. The role matches job duties without granting broader security or administrative control.,Unrestricted administrator access exceeds the technicians' stated responsibilities.,Shared privileged credentials weaken accountability and provide excessive access.,MFA verifies identity but does not replace authorization or least-privilege controls.,Least privilege|Authorization|Role-based access control|IAM,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-207,"CompTIA objective 4.1 includes authorization and least privilege. NIST SP 800-207 emphasizes policy-based, least-privilege access decisions.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000041,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,4.0,Network Security,4.2,Summarize various types of attacks and their impact to the network.,DHCP attacks,rogue-dhcp-wrong-gateway-dns,medium,single_choice,scenario,Select the best answer.,Users on one office LAN intermittently receive an unfamiliar default gateway and DNS server. A packet capture shows DHCPOFFER messages from both the authorized server and an employee's small wireless router. What is causing the problem?,A MAC flooding attack,A DNSSEC validation failure,A rogue DHCP server,A spanning-tree root election,C,"The employee router is acting as an unauthorized DHCP server. Clients may accept its offer and receive incorrect network settings, producing intermittent connectivity or traffic redirection.",MAC flooding targets a switch's forwarding table and does not directly issue DHCP configuration offers.,DNSSEC validation affects the authenticity of DNS data and does not assign gateways or DNS server addresses to clients.,Correct. The unauthorized device is issuing competing DHCP offers with incorrect configuration values.,A spanning-tree election controls Layer 2 loop prevention and does not generate DHCP leases.,Rogue DHCP|DHCP offers|Network attacks|Unauthorized devices,SRC-COMPTIA-N10009-V6|SRC-RFC2131,RFC 2131 defines the DHCP offer and lease process. CompTIA objective 4.2 includes rogue DHCP attacks.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000042,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,4.0,Network Security,4.3,"Given a scenario, apply network security features, defense techniques, and solutions.",Access control lists,acl-specific-deny-before-broad-permit,hard,single_choice,scenario,Select the best answer.,A firewall evaluates an ACL from top to bottom and stops at the first matching rule. The ACL currently permits source network 10.20.0.0/16 to an application server. The administrator must block only 10.20.30.0/24 from that server while continuing to allow the rest of 10.20.0.0/16. Which rule change meets the requirement?,Place the deny for 10.20.30.0/24 after the existing permit for 10.20.0.0/16.,Replace the permit with a deny for the entire 10.20.0.0/16 network.,Add an allow rule for 10.20.30.0/24 above the existing permit.,Place a deny for 10.20.30.0/24 before the broader permit for 10.20.0.0/16.,D,"The more-specific deny must appear before the broad permit. Otherwise, traffic from 10.20.30.0/24 matches the /16 permit first and evaluation stops before reaching the deny.","The broad permit would match 10.20.30.0/24 first, so the later deny would not be evaluated.",Denying the entire /16 would block networks that are supposed to remain allowed.,An additional allow rule would not implement the requested block.,"Correct. The specific exception is evaluated first, and the broader permit then handles the remaining source addresses.",ACLs|Rule ordering|First match|Network filtering,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-41R1,CompTIA objective 4.3 includes ACLs. NIST SP 800-41 Rev. 1 discusses ordered firewall policy rules and specific policy requirements.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000043,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,5.0,Network Troubleshooting,5.1,Explain the troubleshooting methodology.,Troubleshooting methodology,verify-functionality-after-fix,easy,single_choice,direct,Select the best answer.,"A technician implements a change that appears to resolve a network outage. According to the troubleshooting methodology, what should the technician do next?",Immediately erase all troubleshooting notes.,Verify full system functionality and implement preventive measures when appropriate.,Develop a new theory without testing the restored service.,Replace additional working components to confirm the repair.,B,"After implementing a solution, the technician should verify that the system and affected services function fully. Appropriate preventive measures can then reduce the chance of recurrence before the work is documented.","The final process includes documenting findings, actions, and outcomes rather than erasing the record.",Correct. Verification confirms that the fix restored the expected service and did not leave related problems unresolved.,Developing a new theory is unnecessary when a solution has been implemented and is ready for verification.,Replacing working components introduces risk and is not part of normal post-fix verification.,Troubleshooting methodology|Verification|Preventive measures|Documentation,SRC-COMPTIA-N10009-V6,CompTIA objective 5.1 lists verification of full system functionality and implementation of preventive measures after the solution is implemented.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000044,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,5.0,Network Troubleshooting,5.2,"Given a scenario, troubleshoot common cabling and physical interface issues.",Power over Ethernet,poe-switch-budget-exceeded-24-aps,medium,single_choice,scenario,Select the best answer.,A switch has a 370 W PoE budget. Twenty-four connected access points each require 18 W during normal operation. Several access points fail to power on even though their Ethernet links and cables test correctly. What is the most likely cause?,The requested PoE load exceeds the switch's available power budget.,The switch has learned too many MAC addresses.,The access points are using overlapping wireless channels.,The DHCP lease duration is too long.,A,"The access points request 24 multiplied by 18 W, which equals 432 W. That exceeds the 370 W PoE budget by 62 W, so the switch cannot supply the requested power to every port.",Correct. The aggregate powered-device demand is greater than the switch's PoE budget.,MAC-table capacity affects forwarding and does not explain why powered devices fail to start.,Channel overlap can reduce wireless performance but does not prevent the access points from receiving PoE.,DHCP lease duration affects address assignment timing and does not determine PoE availability.,PoE|Power budget|Powered devices|Switch capacity,SRC-COMPTIA-N10009-V6|SRC-IEEE-8023,"Programmatic check: 24 access points multiplied by 18 W equals 432 W, which is 62 W above the 370 W switch budget.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000045,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,5.0,Network Troubleshooting,5.3,"Given a scenario, troubleshoot common issues with network services.",Switching loops,broadcast-storm-mac-flapping-loop,hard,single_choice,scenario,Select the best answer.,"Shortly after an unmanaged switch is connected under a desk, broadcast utilization rises sharply, switch CPU usage increases, and the same source MAC addresses repeatedly move between two access ports. Which fault best explains all three symptoms?",An exhausted DHCP address pool,An incorrect DNS MX record,A Layer 2 switching loop,A missing default route on the Internet edge router,C,"A Layer 2 loop can replicate broadcast and unknown-unicast frames continuously. Frames arriving through different loop paths also cause MAC address entries to flap between ports, increasing switch processing load.",An exhausted DHCP pool prevents new leases but does not normally create broadcast replication and MAC flapping between switch ports.,An MX record affects email routing and does not cause the observed Layer 2 symptoms.,"Correct. Broadcast storms, high switch utilization, and rapidly moving MAC entries are strong indicators of a switching loop.",A missing Internet default route affects external reachability and does not cause local MAC addresses to alternate between access ports.,Switching loop|Broadcast storm|MAC flapping|Spanning tree,SRC-COMPTIA-N10009-V6|SRC-IEEE-8021Q,CompTIA objective 5.3 includes spanning-tree and VLAN issues. IEEE 802.1Q includes loop-prevention behavior for bridged networks.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000046,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,5.0,Network Troubleshooting,5.4,"Given a scenario, troubleshoot common performance issues.",Real-time traffic performance,jitter-variation-packet-arrival,medium,single_choice,comparison,Select the best answer.,Which symptom most directly distinguishes high jitter from consistently high latency on a voice call?,Every packet follows the same route to the destination.,The link reports a fixed speed and duplex setting.,The average one-way delay is high but packet spacing remains steady.,"Packet arrival intervals vary, causing uneven or choppy audio even when the average delay is acceptable.",D,Jitter is variation in packet delay or arrival timing. Real-time audio is sensitive to uneven spacing because the receiver must buffer and play packets at a steady rate.,A consistent route does not define jitter and can exist with either stable or variable delay.,Speed and duplex describe the link configuration rather than variation in packet arrival time.,A consistently high delay describes latency without necessarily indicating high variation.,Correct. Variable packet arrival intervals are the defining performance symptom of jitter.,Jitter|Latency|VoIP|Packet timing,SRC-COMPTIA-N10009-V6,"CompTIA objective 5.4 distinguishes latency, packet loss, and jitter as common network performance conditions.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000047,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,5.0,Network Troubleshooting,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",Copper cable testing,tdr-distance-to-cable-fault,medium,single_choice,scenario,Select the best answer.,A technician suspects an open or severe impedance fault inside a copper Ethernet cable run. The technician needs to estimate how far the fault is from the patch panel. Which tool is most appropriate?,A Wi-Fi analyzer,A time-domain reflectometer,A protocol analyzer,An optical power meter,B,"A time-domain reflectometer sends a signal into a copper cable and analyzes reflections. The timing of the reflected signal can estimate the distance to an open, short, or impedance discontinuity.","A Wi-Fi analyzer measures wireless spectrum and signal conditions, not the distance to a copper fault.",Correct. A TDR is designed to locate cable faults by measuring reflected signal timing.,A protocol analyzer examines network frames and packets but does not measure physical distance to a cable defect.,An optical power meter measures light levels on fiber and is not the proper tool for a copper cable run.,TDR|Copper cabling|Cable faults|Physical troubleshooting tools,SRC-COMPTIA-N10009-V6,CompTIA objective 5.5 includes time-domain reflectometers and cable-testing tools.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000048,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-002,5.0,Network Troubleshooting,5.2,"Given a scenario, troubleshoot common cabling and physical interface issues.",Fiber optical power,fiber-link-budget-positive-margin,medium,single_choice,calculation,Select the best answer.,"A fiber transmitter outputs -2 dBm. The total estimated loss through the fiber and connectors is 12 dB. The receiver sensitivity is -18 dBm. Ignoring any additional design reserve, what is the calculated receive level and power margin?",-14 dBm receive level with 4 dB of positive margin,-10 dBm receive level with 2 dB of positive margin,-14 dBm receive level that is 4 dB below receiver sensitivity,-20 dBm receive level with 16 dB of positive margin,A,"Subtracting the 12 dB path loss from the -2 dBm transmit level gives -14 dBm at the receiver. The receiver can operate down to -18 dBm, so -14 dBm is 4 dB stronger than the sensitivity threshold, producing 4 dB of positive margin.","Correct. -2 dBm minus 12 dB equals -14 dBm, and -14 dBm minus the -18 dBm threshold equals 4 dB of margin.",The receive level does not follow from subtracting the stated 12 dB loss from -2 dBm.,"-14 dBm is 4 dB above, not below, a sensitivity threshold of -18 dBm.","The receive level and stated margin are inconsistent with the given transmit level, loss, and sensitivity.",Optical power|Fiber loss|Receiver sensitivity|Link margin,SRC-COMPTIA-N10009-V6|SRC-IEEE-8023,Programmatic check: -2 dBm minus 12 dB equals -14 dBm. The margin above a -18 dBm sensitivity threshold is 4 dB.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000049,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,1.0,Networking Concepts,1.2,"Compare and contrast networking appliances, applications, and functions.",Intrusion detection and prevention,inline-ips-blocks-malicious-traffic,medium,single_choice,comparison,Select the best answer.,A company wants a network security appliance that can inspect traffic and automatically block packets matching a malicious signature before they reach an internal server. Which appliance best meets the requirement?,An inline intrusion prevention system,A passive intrusion detection system connected to a mirrored port,A forward proxy used by employee web browsers,A load balancer distributing requests across application servers,A,An inline intrusion prevention system can inspect traffic in the forwarding path and take an active blocking action before malicious packets reach the destination.,Correct. An inline IPS can detect and actively prevent matching traffic from continuing through the network path.,A passive IDS can alert on suspicious traffic but does not sit in the forwarding path to block the packet directly.,A forward proxy intermediates client requests but is not the general-purpose inline signature-blocking control described.,A load balancer distributes application traffic and health-checks servers; it is not primarily an intrusion prevention control.,IDS|IPS|Inline inspection|Network appliances,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-94,NIST SP 800-94 distinguishes intrusion detection from prevention capabilities and discusses inline network-based prevention.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000050,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,1.0,Networking Concepts,1.3,Summarize cloud concepts and connectivity options.,Cloud service models,saas-provider-managed-application,easy,single_choice,direct,Select the best answer.,"Employees use a provider-hosted email application through a web browser. The provider manages the application, operating systems, and underlying infrastructure. Which cloud service model is being used?",Infrastructure as a service,Software as a service,Platform as a service,Private cloud colocation,B,Software as a service provides a complete provider-managed application that customers access through a client such as a browser. The customer uses the software without managing the supporting platform or infrastructure.,Infrastructure as a service exposes computing resources while the customer typically manages operating systems and applications.,Correct. The provider delivers and manages the complete application stack.,Platform as a service provides an application-development or deployment platform rather than a finished end-user application.,Colocation describes customer equipment placed in a provider facility and is not one of the defined cloud service models in this scenario.,SaaS|PaaS|IaaS|Cloud service models,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-145,"NIST SP 800-145 defines software as a service, platform as a service, and infrastructure as a service.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000051,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,1.0,Networking Concepts,1.3,Summarize cloud concepts and connectivity options.,Cloud network security,security-groups-tiered-application-rules,medium,best_available,scenario,Select the BEST answer for applying least-privilege traffic controls between cloud application tiers.,"A cloud application has an Internet-facing load balancer, private application servers, and a private database. The application servers should accept HTTPS only from the load balancer, and the database should accept its database port only from the application servers. Which solution best meets the requirement?",Assign one unrestricted security group to every component.,Place all components on a public subnet and rely on host names for separation.,Use separate security groups for each tier and reference the permitted source tier in the inbound rules.,Give every component the same public IP address and filter traffic with DNS records.,C,Separate security groups allow each tier to accept only the traffic required from the preceding tier. Referencing the source tier avoids exposing private application and database systems broadly.,A shared unrestricted group would permit more traffic than the application requires.,Public placement and host names do not enforce least-privilege network access between tiers.,"Correct. Tier-specific security groups can restrict the load balancer, application, and database paths independently.","DNS records do not provide stateful packet filtering, and sharing one public address does not create tier isolation.",Cloud security groups|Application tiers|Least privilege|VPC,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-207,"CompTIA objective 1.3 includes security groups, security lists, VPCs, and cloud network connectivity. NIST SP 800-207 supports least-privilege policy enforcement.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000052,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,1.0,Networking Concepts,1.4,"Explain common networking ports, protocols, services, and traffic types.",Secure remote management,ssh-tcp-port-22,medium,single_choice,direct,Select the best answer.,Which protocol normally uses TCP port 22 to provide encrypted command-line access to a network device?,Telnet,SNMP,TFTP,SSH,D,Secure Shell uses TCP port 22 by default and provides encrypted remote-login and command-execution services.,Telnet normally uses TCP port 23 and does not provide the encrypted session requested.,SNMP is used for network monitoring and management data rather than interactive command-line login.,TFTP is a simple file-transfer protocol that normally uses UDP port 69.,Correct. SSH provides encrypted remote command-line access and is assigned TCP port 22.,SSH|TCP port 22|Secure management|Common ports,SRC-COMPTIA-N10009-V6|SRC-IANA-SERVICE-NAMES|SRC-RFC4251,IANA assigns TCP port 22 to SSH. RFC 4251 defines the SSH protocol architecture.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000053,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,1.0,Networking Concepts,1.5,Compare and contrast transmission media and transceivers.,Fiber connectors,lc-small-form-factor-duplex-fiber,easy,single_choice,direct,Select the best answer.,Which connector is commonly used as a small-form-factor duplex connector on fiber patch cables?,LC,RJ45,F-type,BNC,A,LC is a compact fiber-optic connector commonly paired in a duplex arrangement for transmit and receive fibers.,Correct. LC is a small-form-factor fiber connector commonly used on duplex patch cables and transceivers.,RJ45 is commonly used with twisted-pair copper Ethernet cabling.,F-type is commonly associated with coaxial cabling.,BNC is a bayonet-style connector associated with coaxial applications.,LC connector|Fiber cabling|Duplex fiber|Physical media,SRC-COMPTIA-N10009-V6|SRC-IEEE-8023,"CompTIA objective 1.5 lists LC among fiber connector types and contrasts fiber, twisted-pair, and coaxial media.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000054,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,1.0,Networking Concepts,1.6,"Compare and contrast network topologies, architectures, and types.",Campus architecture,collapsed-core-small-campus-design,hard,single_choice,scenario,Select the best answer.,A small campus has several access switches but does not need separate distribution and core switch layers. The design must still provide redundant high-speed switching and routing between access blocks. Which architecture is most appropriate?,A full mesh between every endpoint,A collapsed-core architecture,A point-to-point serial topology,A pure hub-and-spoke design with no redundant central devices,B,A collapsed-core design combines the distribution and core functions into one resilient layer. It is commonly suitable when a campus is not large enough to justify separate distribution and core tiers.,A full mesh between endpoints is impractical and does not describe a normal campus hierarchy.,Correct. Collapsing distribution and core functions reduces complexity while retaining a resilient aggregation layer.,A single point-to-point serial topology does not aggregate multiple access blocks for a campus.,A nonredundant hub-and-spoke design would not meet the stated resilience requirement.,Collapsed core|Three-tier architecture|Campus topology|Redundancy,SRC-COMPTIA-N10009-V6,CompTIA objective 1.6 includes three-tier and collapsed-core network architectures.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000055,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,1.0,Networking Concepts,1.8,Summarize evolving use cases for modern network environments.,Infrastructure as code,iac-version-control-peer-review-rollback,medium,single_choice,scenario,Select the best answer.,"A network team wants every firewall and virtual-network change to be traceable, peer reviewed, repeatable, and easy to restore to a previous approved configuration. Which workflow best supports these goals?",Make changes manually in each device interface and keep no configuration history.,Store screenshots of each change in a shared folder after deployment.,"Define the desired configurations as code, store them in version control, and deploy them through an approved automation process.",Allow each administrator to maintain a separate undocumented script on a workstation.,C,"Infrastructure as code stored in version control provides a reviewable change history, repeatable deployments, and a clear path to restore an earlier approved configuration.","Manual changes without history do not provide repeatability, peer review, or reliable rollback.","Screenshots document appearance but do not create a deployable, versioned source of truth.","Correct. Versioned configuration definitions and controlled automation support traceability, review, consistency, and rollback.",Separate undocumented scripts create inconsistency and do not provide shared governance or reliable history.,Infrastructure as code|Source control|Automation|Configuration management,SRC-COMPTIA-N10009-V6,"CompTIA objective 1.8 includes infrastructure as code, automation, playbooks and templates, and source-control concepts.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000056,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,2.0,Network Implementation,2.1,Explain characteristics of routing technologies.,Interior routing protocols,ospf-open-standard-link-state-igp,medium,single_choice,scenario,Select the best answer.,"An enterprise needs an open-standard, link-state routing protocol to exchange routes dynamically between routers inside one organization. Which protocol should it use?",BGP,ARP,VRRP,OSPF,D,OSPF is an open-standard link-state interior gateway protocol designed to exchange routing information within an autonomous system.,BGP is primarily an interdomain path-vector protocol used between autonomous systems and for policy-based routing.,ARP resolves IPv4 addresses to link-layer addresses on a local network and does not exchange routes.,VRRP provides first-hop default-gateway redundancy rather than dynamic route exchange.,Correct. OSPF is a link-state IGP used within an organization.,OSPF|Link-state routing|Interior gateway protocol|Dynamic routing,SRC-COMPTIA-N10009-V6|SRC-RFC2328,RFC 2328 defines OSPF Version 2 as a link-state interior gateway protocol.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000057,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,2.0,Network Implementation,2.1,Explain characteristics of routing technologies.,External routing,ebgp-multihomed-public-prefix-policy,hard,best_available,scenario,Select the BEST answer for exchanging public routes with two Internet service providers.,A company owns a public IP prefix and connects to two different ISPs. It must advertise the prefix to both providers and apply routing policy to influence which external paths are preferred. Which solution best meets the requirement?,Establish external BGP sessions with both ISPs and apply route policy.,Run ARP between the company routers and both ISP networks.,Use only a local first-hop redundancy protocol and advertise no routes.,Configure a separate DHCP relay for each ISP.,A,External BGP is used to exchange reachability information between autonomous systems. Its policy attributes and route-selection process support a multihomed organization advertising its prefix through multiple providers.,Correct. eBGP is the appropriate protocol for exchanging public prefixes and applying interdomain routing policy with separate ISPs.,ARP operates only on a local link and cannot exchange Internet routing information between autonomous systems.,First-hop redundancy protects a local gateway but does not advertise the company's public prefix to external providers.,DHCP relay forwards address-assignment messages and has no role in interdomain route exchange.,BGP|eBGP|Multihoming|Routing policy,SRC-COMPTIA-N10009-V6|SRC-RFC4271,RFC 4271 defines BGP-4 route exchange and policy behavior between autonomous systems.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
